task,id,label
0,344.png,1 8830 8832 512 9345 1793 11139 10508 21648 43889
0,345.png,1 8836 8838 56699
0,346.png,1 27275 27277 1791 29069 36468
0,347.png,1 25486 25488 2048 27537 255 27793 255 28049 255 28305 255 28561 1535 30097 35440
0,348.png,1 49820 49822 255 50078 1536 51615 13922
0,349.png,1 8575 8577 255 8833 1025 9859 55678
0,35.png,1 14711 14713 50824
0,350.png,1 18835 18837 255 19093 512 19606 45931
0,351.png,1 14969 14971 48128 63100 2437
0,352.png,1 31872 31875 255 32131 33406
0,353.png,1 12410 12412 511 12924 52613
0,354.png,1 18070 18072 255 18328 47209
0,355.png,1 24958 24960 1024 25985 255 26241 39296
0,356.png,1 16029 16031 33551 49583 15954
0,357.png,1 11898 11900 53637
0,358.png,1 52357 52359 13178
0,359.png,1 31393 31395 34142
0,36.png,1 58511 58513 255 58769 6768
0,360.png,1 8071 8073 255 8330 57207
0,361.png,1 24454 24456 2048 26505 255 26761 38776
0,362.png,1 25743 25745 31740 57486 4350 61837 256 62094 3443
0,363.png,1 49587 49589 15948
0,364.png,1 8330 8332 511 8844 768 9613 55924
0,365.png,1 5784 5786 59751
0,366.png,1 16271 16273 49264
0,367.png,1 21133 21135 8208 29344 511 29856 21247 51104 4348 55453 255 55709 9828
0,368.png,1 23684 23686 2304 25991 39546
0,369.png,1 24195 24197 41340
0,37.png,1 33451 33453 17904 51358 14179
0,370.png,1 18070 18072 768 18841 255 19097 46440
0,371.png,1 20364 20366 2304 22671 255 22927 8715 31643 14080 45724 4604 50329 255 50585 2 50588 252 50841 14696
0,372.png,1 48287 48289 2047 50337 15200
0,373.png,1 15774 15776 39954 55731 9806
0,374.png,1 20118 20120 45417
0,375.png,1 50822 50824 14713
0,376.png,1 8331 8333 511 8845 255 9101 2305 11407 255 11663 53874
0,377.png,1 22149 22151 255 22407 255 22663 32016 54680 10857
0,378.png,1 32919 32921 32616
0,379.png,1 27277 27279 38258
0,38.png,1 55451 55453 1791 57245 255 57501 8036
0,380.png,1 23175 23177 255 23433 42104
0,381.png,1 22923 22925 255 23181 32271 55453 10084
0,382.png,1 15006 15008 1277 16286 255 16542 32783 49326 255 49582 2 49585 15952
0,383.png,1 20878 20880 256 21137 255 21393 44144
0,384.png,1 51609 51611 2558 54170 6652 60823 255 61079 4458
0,385.png,1 31633 31635 33902
0,386.png,1 49330 49332 258 49591 15946
0,387.png,1 54960 54962 255 55218 255 55474 255 55730 9807
0,388.png,1 61059 61061 255 61317 4220
0,389.png,1 17310 17312 48225
0,39.png,1 49581 49583 15954
0,390.png,1 7816 7818 57719
0,391.png,1 4979 4981 60556
0,392.png,1 7818 7820 512 8333 4353 12687 52850
0,393.png,1 24971 24973 2561 27535 255 27791 37746
0,394.png,1 31868 31870 255 32126 5631 37758 27779
0,395.png,1 55447 55449 10088
0,396.png,1 24195 24197 31246 55445 6907 62353 3184
0,397.png,1 19090 19092 46445
0,398.png,1 9862 9864 767 10632 511 11144 54393
0,399.png,1 17307 17309 48228
0,4.png,1 31109 31111 34426
0,40.png,1 23177 23179 255 23435 38917 62353 3184
0,400.png,1 16795 16797 255 17053 48484
0,401.png,1 20631 20633 44904
0,402.png,1 61594 61596 3941
0,403.png,1 19339 19341 768 20111 255 20367 2305 22673 42864
0,404.png,1 49317 49319 255 49575 1 49577 15960
0,405.png,1 8575 8577 56960
0,406.png,1 58004 58006 255 58262 7275
0,407.png,1 20118 20120 45417
0,408.png,1 20369 20371 255 20627 30730 51358 14179
0,409.png,1 27277 27279 255 27535 255 27791 37746
0,41.png,1 20106 20108 28439 48548 16989
0,410.png,1 9857 9859 1028 10888 54649
0,411.png,1 34168 34170 31367
0,412.png,1 13431 13433 255 13689 51848
0,413.png,1 49323 49325 16212
0,414.png,1 31109 31111 34426
0,415.png,1 17299 17301 48236
0,416.png,1 27019 27021 255 27277 2817 30095 14097 44193 256 44450 255 44706 20831
0,417.png,1 20107 20109 255 20365 41481 61847 3690
0,418.png,1 32430 32432 33105
0,419.png,1 23191 23193 511 23705 41832
0,42.png,1 28046 28048 29448 57497 255 57753 7784
0,420.png,1 17819 17821 1281 19103 255 19359 255 19615 45922
0,421.png,1 26764 26766 38771
0,422.png,1 17559 17561 769 18331 768 19100 256 19357 767 20125 45412
0,423.png,1 6527 6529 46091 52621 12916
0,424.png,1 8838 8840 256 9097 1792 10890 54647
0,425.png,1 10875 10877 54660
0,426.png,1 18329 18331 255 18587 46950
0,427.png,1 37777 37779 27758
0,428.png,1 31625 31627 33910
0,429.png,1 12702 12704 255 12960 52577
0,43.png,1 49329 49331 16206
0,430.png,1 31625 31627 33910
0,431.png,1 21130 21132 2048 23181 27660 50842 255 51098 255 51354 255 51610 13927
0,432.png,1 37492 37494 255 37750 27787
0,433.png,1 17043 17045 1025 18071 512 18584 255 18840 46697
0,434.png,1 10374 10376 511 10888 54649
0,435.png,1 7311 7313 58224
0,436.png,1 16029 16031 4095 20127 45410
0,437.png,1 23433 23435 256 23692 41845
0,438.png,1 26538 26540 32462 59003 1275 60279 5258
0,439.png,1 57489 57491 8046
0,44.png,1 15503 15505 1538 17044 512 17557 47980
0,440.png,1 15007 15009 1533 16543 37643 54187 255 54443 255 54699 10838
0,441.png,1 26249 26251 255 26507 34825 61333 4204
0,442.png,1 22660 22662 2816 25479 255 25735 5893 31629 33908
0,443.png,1 37758 37760 1536 39297 4353 43651 21886
0,444.png,1 21138 21140 768 21909 43628
0,445.png,1 21395 21397 12055 33453 26863 60317 5220
0,446.png,1 49317 49319 257 49577 1278 50856 14681
0,447.png,1 26765 26767 255 27023 255 27280 2560 29841 255 30097 5383 35481 30056
0,448.png,1 18333 18335 768 19104 768 19873 255 20129 45408
0,449.png,1 18582 18584 768 19353 3071 22425 43112
0,45.png,1 23174 23176 255 23432 255 23688 512 24201 41336
0,450.png,1 22402 22404 43133
0,451.png,1 11619 11621 1791 13413 46583 59997 5540
0,452.png,1 9099 9101 255 9357 1537 10895 1024 11920 53617
0,453.png,1 17058 17060 1024 18085 47452
0,454.png,1 2163 2165 51210 53376 12161
0,455.png,1 12950 12952 256 13209 12301 25511 1535 27047 28925 55973 9564
0,456.png,1 24977 24979 255 25235 2817 28053 255 28309 1023 29333 36204
0,457.png,1 61058 61060 4477
0,458.png,1 10629 10631 54906
0,459.png,1 23176 23178 512 23691 7179 30872 29178 60051 1790 61842 767 62610 2927
0,46.png,1 55703 55705 255 55961 255 56217 9320
0,460.png,1 29841 29843 255 30099 35438
0,461.png,1 6798 6800 58737
0,462.png,1 26759 26761 255 27017 255 27273 255 27529 1023 28553 255 28809 36728
0,463.png,1 23421 23423 42114
0,464.png,1 49571 49573 15964
0,465.png,1 7819 7821 255 8077 57460
0,466.png,1 51852 51854 13683
0,467.png,1 62103 62105 255 62361 255 62617 2920
0,468.png,1 61053 61055 4482
0,469.png,1 20874 20876 1536 22413 255 22669 34576 57246 8291
0,47.png,1 19351 19353 511 19865 255 20121 512 20634 44903
0,470.png,1 16034 16036 3584 19621 45916
0,471.png,1 20391 20393 511 20905 255 21161 255 21417 255 21673 43864
0,472.png,1 23170 23172 20750 43923 8445 52369 13168
0,473.png,1 8075 8077 1793 9871 1024 10896 54641
0,474.png,1 6533 6535 2306 8842 56695
0,475.png,1 49319 49321 255 49577 3 49581 7675 57257 3841 61099 4438
0,476.png,1 31877 31879 5116 36996 255 37252 13820 51073 1280 52354 13183
0,477.png,1 19051 19053 25115 44169 21368
0,478.png,1 22149 22151 32528 54680 10857
0,479.png,1 17043 17045 769 17815 1281 19097 46440
0,48.png,1 31872 31874 255 32130 1024 33155 255 33411 32126
0,480.png,1 18323 18325 1538 19864 255 20120 45417
0,481.png,1 27539 27541 255 27797 4628 32426 768 33195 5893 39089 26448
0,482.png,1 21133 21135 2305 23441 32011 55453 10084
0,483.png,1 34189 34191 6396 40588 24949
0,484.png,1 21835 21837 43700
0,485.png,1 18843 18845 255 19101 46436
0,486.png,1 8330 8332 57205
0,487.png,1 49332 49334 255 49590 15947
0,488.png,1 8826 8828 56709
0,489.png,1 49333 49335 16202
0,49.png,1 51097 51099 14438
0,490.png,1 7055 7057 255 7313 58224
0,491.png,1 17559 17561 1279 18841 46696
0,492.png,1 53143 53145 12392
0,493.png,1 18045 18047 47490
0,494.png,1 45178 45180 255 45436 20101
0,495.png,1 17815 17817 1025 18843 255 19099 46438
0,496.png,1 10623 10625 255 10881 511 11393 54144
0,497.png,1 55960 55962 767 56730 255 56986 255 57242 1023 58266 511 58778 6759
0,498.png,1 26766 26768 2560 29329 255 29585 255 29841 255 30097 35440
0,499.png,1 49328 49330 255 49586 15951
0,5.png,1 9611 9613 255 9869 255 10125 256 10382 3328 13711 51826
0,50.png,1 60523 60525 5012
0,500.png,1 7312 7314 4098 11413 1791 13205 48143 61349 4188
0,501.png,1 61059 61061 255 61317 4220
0,502.png,1 29581 29583 255 29839 35698
0,503.png,1 24710 24712 5120 29833 35704
0,504.png,1 51873 51875 13662
0,505.png,1 61817 61819 255 62075 3462
0,506.png,1 25482 25484 1792 27277 255 27533 1279 28813 255 29069 5385 34455 1279 35735 255 35991 1 35993 253 36247 255 36503 511 37015 28522
0,507.png,1 23174 23176 255 23432 2304 25737 255 25993 1023 27017 255 27273 38264
0,508.png,1 31626 31629 255 31885 33652
0,509.png,1 15209 15211 255 15467 2815 18283 5885 24169 767 24937 40600
0,51.png,1 9099 9101 255 9357 56180
0,510.png,1 27025 27027 38510
0,511.png,1 34932 34934 1535 36470 255 36726 28811
0,512.png,1 24971 24973 255 25229 2817 28047 255 28303 1791 30095 255 30351 35186
0,513.png,1 16028 16030 1534 17565 32013 49579 15958
0,514.png,1 63342 63344 2193
0,515.png,1 21148 21150 1791 22942 255 23199 255 23455 42082
0,516.png,1 31877 31879 33658
0,517.png,1 33164 33166 32371
0,518.png,1 37499 37501 256 37758 1023 38782 26755
0,519.png,1 50331 50334 15203
0,52.png,1 6769 6771 25108 31880 33657
0,520.png,1 16789 16791 2306 19098 255 19354 255 19610 255 19866 45671
0,521.png,1 2675 2677 256 2934 255 3190 9218 12409 19221 31631 33906
0,522.png,1 31123 31125 255 31381 5635 37017 28520
0,523.png,1 20373 20375 1280 21656 43881
0,524.png,1 22946 22948 255 23204 42333
0,525.png,1 24484 24486 41051
0,526.png,1 49579 49581 15956
0,527.png,1 19349 19351 255 19607 45930
0,528.png,1 19865 19867 256 20124 2560 22685 3075 25761 39776
0,529.png,1 11399 11401 255 11657 53880
0,53.png,1 24968 24970 2048 27019 38518
0,530.png,1 37288 37290 4605 41896 15608 57505 1791 59297 1790 61088 4449
0,531.png,1 17301 17303 2304 19608 45929
0,532.png,1 19091 19093 255 19350 2560 21911 255 22167 43370
0,533.png,1 16747 16749 48788
0,534.png,1 24458 24460 8964 33425 1797 35223 256 35480 27133 62614 2923
0,535.png,1 16035 16037 35601 51639 13898
0,536.png,1 18826 18828 511 19340 46197
0,537.png,1 59540 59542 255 59798 255 60054 255 60310 5227
0,538.png,1 25993 25995 39542
0,539.png,1 15773 15775 255 16031 33301 49333 16204
0,54.png,1 8325 8327 255 8583 255 8839 512 9352 56185
0,540.png,1 49581 49583 3327 52911 2304 55216 10321
0,541.png,1 6261 6263 26642 32906 17653 50560 768 51329 14208
0,542.png,1 30089 30091 35446
0,543.png,1 49592 49594 15943
0,544.png,1 20633 20635 44902
0,545.png,1 16037 16039 38411 54451 11086
0,546.png,1 27531 27533 255 27789 255 28045 30727 58773 6764
0,547.png,1 13926 13928 256 14185 5375 19561 40961 60523 5014
0,548.png,1 21415 21417 255 21673 255 21929 27406 49336 16201
0,549.png,1 19098 19100 40206 59307 6230
0,55.png,1 8329 8331 769 9101 255 9357 255 9613 255 9869 55668
0,550.png,1 26245 26247 255 26503 2305 28809 255 29065 255 29321 36216
0,551.png,1 50068 50070 15467
0,552.png,1 21671 21673 43864
0,553.png,1 49329 49331 16206
0,554.png,1 61060 61062 4475
0,555.png,1 24976 24978 12814 37793 27744
0,556.png,1 19355 19357 46180
0,557.png,1 20877 20879 2047 22927 42610
0,558.png,1 50844 50846 255 51102 255 51358 255 51614 13923
0,559.png,1 49326 49328 255 49585 15952
0,56.png,1 8319 8321 3583 11905 53632
0,560.png,1 8085 8087 255 8343 57194
0,561.png,1 24455 24457 11019 35477 12039 47517 767 48285 17252
0,562.png,1 64134 64136 1401
0,563.png,1 17043 17045 48492
0,564.png,1 31623 31625 255 31881 33656
0,565.png,1 24971 24973 1792 26766 256 27023 255 27279 38258
0,566.png,1 20339 20341 45196
0,567.png,1 24967 24969 3073 28043 255 28299 37238
0,568.png,1 18807 18809 46728
0,569.png,1 23173 23175 255 23431 42106
0,57.png,1 29835 29837 33543 63381 2156
0,570.png,1 27273 27275 255 27531 2303 29835 255 30091 10257 40349 1535 41885 23652
0,571.png,1 31633 31636 33901
0,572.png,1 49335 49337 256 49594 15943
0,573.png,1 32890 32892 32645
0,574.png,1 22166 22168 43369
0,575.png,1 49583 49585 6395 55981 9556
0,576.png,1 7565 7567 2307 9875 55662
0,577.png,1 20111 20113 30988 51102 255 51358 255 51614 255 51870 767 52638 12899
0,578.png,1 18330 18332 512 18845 255 19101 46436
0,579.png,1 8829 8831 256 9088 255 9344 2305 11650 255 11906 12815 24722 40815
0,58.png,1 31869 31872 764 32637 255 32893 32644
0,580.png,1 25227 25229 255 25485 2817 28303 37234
0,581.png,1 31659 31661 255 31917 29931 61849 3688
0,582.png,1 61056 61058 4479
0,583.png,1 23147 23149 42388
0,584.png,1 15007 15009 50528
0,585.png,1 18588 18590 768 19359 255 19615 255 19871 45666
0,586.png,1 21384 21386 255 21642 29706 51349 255 51605 13932
0,587.png,1 31403 31405 255 31661 19694 51356 14181
0,588.png,1 61055 61058 4479
0,589.png,1 63102 63104 2433
0,59.png,1 17317 17319 48218
0,590.png,1 14458 14460 3584 18045 255 18301 47236
0,591.png,1 23173 23175 42362
0,592.png,1 23691 23693 5899 29593 35944
0,593.png,1 23945 23947 255 24203 7685 31889 25601 57491 8046
0,594.png,1 27995 27997 37540
0,595.png,1 18070 18072 511 18584 255 18840 46697
0,596.png,1 59034 59036 6501
0,597.png,1 48513 48515 255 48771 16766
0,598.png,1 27531 27533 255 27789 255 28046 254 28301 12817 41119 20471 61591 767 62359 3178
0,599.png,1 50867 50869 14668
0,6.png,1 23941 23943 29201 53145 12392
0,60.png,1 27791 27793 255 28049 255 28305 37232
0,600.png,1 21132 21134 2304 23439 255 23695 41842
0,601.png,1 24455 24457 3585 28043 1279 29323 255 29579 35958
0,602.png,1 22917 22919 255 23175 42362
0,603.png,1 22405 22407 1791 24199 255 24455 37638 62094 3443
0,604.png,1 6029 6031 1795 7827 1024 8852 56685
0,605.png,1 18075 18077 47460
0,606.png,1 22670 22672 255 22928 42609
0,607.png,1 49579 49582 3835 53418 12119
0,608.png,1 49585 49587 7418 57006 255 57262 8275
0,609.png,1 23690 23692 2560 26253 39284
0,61.png,1 16531 16533 513 17047 48490
0,610.png,1 23178 23180 11016 34197 20995 55193 255 55449 10088
0,611.png,1 39309 39311 26226
0,612.png,1 12951 12953 52584
0,613.png,1 60521 60523 5014
0,614.png,1 17047 17049 2562 19612 45925
0,615.png,1 7539 7541 23833 31375 34162
0,616.png,1 25483 25485 36352 61838 255 62094 511 62606 2931
0,617.png,1 49816 49818 15719
0,618.png,1 24711 24713 40824
0,619.png,1 29322 29324 256 29581 33510 63092 255 63348 2189
0,62.png,1 18587 18589 30996 49586 15951
0,620.png,1 10362 10364 512 10877 255 11133 54404
0,621.png,1 23171 23173 42364
0,622.png,1 60523 60526 255 60782 4755
0,623.png,1 3702 3704 2816 6521 44553 51075 1280 52356 13181
0,624.png,1 10905 10907 255 11163 255 11419 54118
0,625.png,1 19098 19100 46437
0,626.png,1 51100 51102 255 51358 255 51614 13923
0,627.png,1 23187 23189 255 23445 38407 61853 3684
0,628.png,1 7813 7815 3329 11145 54392
0,629.png,1 20621 20623 2305 22929 255 23185 42352
0,63.png,1 42629 42631 22906
0,630.png,1 18023 18025 255 18281 27149 45431 20106
0,631.png,1 16037 16039 49498
0,632.png,1 17815 17817 256 18074 255 18330 255 18586 46951
0,633.png,1 61057 61059 4478
0,634.png,1 23170 23172 1024 24197 41340
0,635.png,1 8846 8848 255 9104 255 9360 56177
0,636.png,1 50355 50357 15180
0,637.png,1 29325 29327 36210
0,638.png,1 46742 46744 1792 48537 255 48793 767 49561 511 50073 255 50329 255 50585 14952
0,639.png,1 16014 16016 49521
0,64.png,1 31632 31634 33903
0,640.png,1 23431 23433 255 23689 2303 25993 39544
0,641.png,1 20878 20880 256 21137 255 21393 44144
0,642.png,1 13409 13411 47113 60525 5012
0,643.png,1 14750 14752 1022 15775 33805 49581 15956
0,644.png,1 23178 23180 255 23436 255 23692 1024 24717 40820
0,645.png,1 50849 50851 255 51107 255 51363 14174
0,646.png,1 18862 18864 46673
0,647.png,1 51356 51358 255 51614 13923
0,648.png,1 33429 33431 255 33687 1023 34711 255 34967 30570
0,649.png,1 24205 24207 2817 27025 255 27281 255 27537 255 27793 2047 29841 35696
0,65.png,1 19563 19565 255 19821 255 20077 255 20333 255 20589 255 20845 44692
0,650.png,1 9865 9867 50705 60573 4964
0,651.png,1 23173 23175 42362
0,652.png,1 49047 49049 255 49305 6143 55449 255 55705 255 55961 9576
0,653.png,1 33191 33193 511 33705 20724 54430 255 54686 10851
0,654.png,1 38529 38531 255 38787 26750
0,655.png,1 17303 17305 48232
0,656.png,1 22919 22921 42616
0,657.png,1 17050 17052 1024 18077 47460
0,658.png,1 19606 19608 3328 22937 42600
0,659.png,1 20114 20116 255 20372 768 21141 255 21397 1535 22933 28169 51103 255 51359 14178
0,66.png,1 18025 18027 47510
0,660.png,1 32653 32655 255 32911 32626
0,661.png,1 60530 60532 5005
0,662.png,1 18331 18333 768 19102 255 19358 46179
0,663.png,1 28299 28301 255 28557 36980
0,664.png,1 9347 9349 56188
0,665.png,1 61055 61057 4480
0,666.png,1 16533 16535 9233 25769 255 26025 39512
0,667.png,1 49317 49319 257 49577 15960
0,668.png,1 10377 10380 255 10636 255 10892 11786 22679 255 22936 255 23192 256 23449 255 23705 255 23961 256 24218 41319
0,669.png,1 50561 50563 255 50819 255 51075 255 51332 14205
0,67.png,1 52596 52598 12939
0,670.png,1 19307 19309 255 19565 255 19821 45716
0,671.png,1 16025 16027 255 16283 49254
0,672.png,1 18072 18074 47463
0,673.png,1 16518 16520 49017
0,674.png,1 49313 49315 257 49573 15964
0,675.png,1 59996 59998 255 60254 5283
0,676.png,1 61289 61291 4246
0,677.png,1 10356 10358 28938 39297 26240
0,678.png,1 12443 12445 53092
0,679.png,1 23949 23951 41586
0,68.png,1 8837 8840 56697
0,680.png,1 23945 23947 255 24203 41334
0,681.png,1 31626 31629 33908
0,682.png,1 23693 23695 511 24207 38406 62614 2923
0,683.png,1 49317 49319 257 49577 258 49836 15701
0,684.png,1 19383 19385 255 19641 45896
0,685.png,1 54445 54447 255 54703 10834
0,686.png,1 6787 6789 2579 9369 13062 22432 43105
0,687.png,1 27535 27537 767 28305 255 28561 1536 30098 15630 45729 19808
0,688.png,1 54956 54958 255 55214 10323
0,689.png,1 26222 26224 255 26480 255 26736 18198 44935 20602
0,69.png,1 22150 22152 768 22921 32015 54937 255 55193 10344
0,690.png,1 17813 17815 256 18072 47465
0,691.png,1 18584 18586 46951
0,692.png,1 15263 15265 11023 26289 39248
0,693.png,1 22417 22419 37642 60062 5475
0,694.png,1 20110 20112 31245 51358 255 51614 255 51870 13667
0,695.png,1 31628 31630 33907
0,696.png,1 26245 26247 39290
0,697.png,1 24975 24977 255 25233 4865 30099 35438
0,698.png,1 33157 33159 10233 43393 22144
0,699.png,1 52357 52359 13178
0,7.png,1 49319 49321 257 49579 15958
0,70.png,1 18843 18845 255 19101 14863 33965 25341 59307 6230
0,700.png,1 27547 27549 255 27805 37732
0,701.png,1 27279 27281 1279 28561 255 28817 36720
0,702.png,1 62073 62075 3462
0,703.png,1 2687 2689 512 3202 48648 51851 255 52107 13430
0,704.png,1 25481 25483 255 25739 13587 39327 256 39584 512 40097 255 40353 25184
0,705.png,1 20112 20114 45423
0,706.png,1 23173 23175 42362
0,707.png,1 27787 27789 255 28045 255 28301 37236
0,708.png,1 13155 13157 47103 60261 5276
0,709.png,1 31623 31625 33912
0,71.png,1 17047 17049 512 17562 255 17818 47719
0,710.png,1 33959 33961 17649 51611 8445 60057 5480
0,711.png,1 23163 23165 27670 50836 14701
0,712.png,1 31878 31880 33657
0,713.png,1 22171 22173 1536 23710 41827
0,714.png,1 25234 25236 2048 27285 255 27541 255 27797 37740
0,715.png,1 16042 16044 255 16300 255 16556 511 17068 48469
0,716.png,1 29837 29839 255 30095 29703 59799 255 60055 255 60311 255 60567 1279 61847 3690
0,717.png,1 21130 21132 1792 22925 4607 27533 22037 49571 15966
0,718.png,1 42883 42885 22652
0,719.png,1 44449 44451 3583 48035 17502
0,72.png,1 19357 19359 30225 49585 15952
0,720.png,1 16035 16037 34829 50867 14670
0,721.png,1 22662 22664 256 22921 255 23177 255 23433 42104
0,722.png,1 40105 40107 511 40619 15848 56468 255 56724 8813
0,723.png,1 49585 49587 5115 54703 767 55471 10066
0,724.png,1 20880 20882 255 21139 1791 22931 42606
0,725.png,1 7310 7312 255 7568 255 7824 511 8336 57201
0,726.png,1 56209 56211 9326
0,727.png,1 33427 33429 1793 35223 255 35479 30058
0,728.png,1 23429 23431 255 23687 511 24199 11284 35484 30053
0,729.png,1 23686 23689 255 23945 255 24201 41336
0,73.png,1 7818 7820 255 8077 254 8332 512 8845 255 9101 768 9870 1535 11406 54131
0,730.png,1 10649 10651 255 10907 511 11419 54118
0,731.png,1 18594 18596 255 18852 255 19108 46429
0,732.png,1 29853 29855 2049 31905 33632
0,733.png,1 26254 26256 511 26768 255 27024 255 27280 1792 29073 255 29329 767 30097 35440
0,734.png,1 21390 21392 255 21648 43889
0,735.png,1 29839 29841 255 30097 35440
0,736.png,1 49579 49581 15956
0,737.png,1 49575 49577 1 49579 15958
0,738.png,1 7563 7565 1537 9103 255 9359 56178
0,739.png,1 22153 22155 43382
0,74.png,1 18323 18325 255 18581 46956
0,740.png,1 15006 15009 34571 49581 5115 54697 255 54953 10584
0,741.png,1 23182 23184 255 23440 255 23696 41841
0,742.png,1 13435 13437 52100
0,743.png,1 23696 23698 255 23954 41583
0,744.png,1 18074 18076 47461
0,745.png,1 17811 17813 255 18069 47468
0,746.png,1 24967 24969 3329 28299 29451 57751 255 58007 7530
0,747.png,1 25486 25488 1792 27281 38256
0,748.png,1 49333 49335 16202
0,749.png,1 21140 21142 1024 22167 28684 50852 14685
0,75.png,1 27281 27283 5895 33179 4613 37793 27744
0,750.png,1 39805 39807 255 40063 4100 44164 21373
0,751.png,1 16790 16792 255 17048 256 17305 255 17561 255 17817 1281 19099 511 19611 45926
0,752.png,1 21128 21130 10520 31651 33886
0,753.png,1 20125 20127 34570 54698 255 54954 511 55466 255 55722 9815
0,754.png,1 27274 27276 512 27789 2047 29837 255 30093 28681 58775 6762
0,755.png,1 19102 19104 768 19873 45664
0,756.png,1 51098 51100 255 51356 255 51612 3582 55195 255 55451 10086
0,757.png,1 44684 44686 16369 61056 763 61820 3717
0,758.png,1 8329 8331 512 8844 255 9101 255 9357 255 9613 255 9869 255 10125 255 10381 55156
0,759.png,1 37502 37504 255 37760 1536 39297 4353 43651 512 44164 255 44420 255 44676 2304 46981 18556
0,76.png,1 19050 19052 46485
0,760.png,1 25231 25233 40304
0,761.png,1 17311 17313 255 17569 512 18082 47455
0,762.png,1 17811 17813 1281 19095 255 19351 46186
0,763.png,1 22931 22933 255 23189 42348
0,764.png,1 56498 56500 255 56756 255 57012 8525
0,765.png,1 23450 23452 256 23709 41828
0,766.png,1 19364 19366 768 20135 2046 22182 255 22438 27154 49593 2045 51639 255 51895 13642
0,767.png,1 60529 60531 5006
0,768.png,1 8831 8833 56704
0,769.png,1 26253 26255 511 26767 2305 29073 255 29329 36208
0,77.png,1 25256 25258 24075 49334 16203
0,770.png,1 16018 16020 2050 18071 14363 32435 27122 59558 255 59815 5722
0,771.png,1 23687 23689 255 23945 255 24201 41336
0,772.png,1 31623 31625 33912
0,773.png,1 59537 59539 255 59795 255 60051 255 60307 5230
0,774.png,1 21131 21133 3073 24207 41330
0,775.png,1 24459 24461 2561 27023 255 27279 511 27791 2305 30097 255 30353 35184
0,776.png,1 13930 13932 2560 16493 49044
0,777.png,1 31629 31631 33906
0,778.png,1 18591 18593 256 18850 255 19106 46431
0,779.png,1 6027 6029 2049 8079 1535 9615 511 10127 255 10383 47631 58015 7522
0,78.png,1 41639 41641 7677 49319 10492 59812 512 60325 1023 61349 255 61605 3932
0,780.png,1 17779 17781 9779 27561 37976
0,781.png,1 32164 32166 28626 60793 4744
0,782.png,1 27535 27537 255 27793 255 28049 37488
0,783.png,1 25222 25224 255 25480 1792 27273 38264
0,784.png,1 32639 32641 255 32897 32640
0,785.png,1 54440 54442 255 54698 10839
0,786.png,1 19349 19351 255 19607 45930
0,787.png,1 19095 19097 1024 20122 45415
0,788.png,1 20876 20878 44659
0,789.png,1 49579 49581 15956
0,79.png,1 12963 12965 36372 49338 16199
0,790.png,1 49845 49847 9466 59314 6223
0,791.png,1 11139 11141 255 11397 2049 13447 52090
0,792.png,1 22463 22465 255 22721 42816
0,793.png,1 11917 11919 6657 18577 46960
0,794.png,1 23176 23178 511 23690 2048 25739 31751 57491 5119 62611 2926
0,795.png,1 29585 29587 35950
0,796.png,1 23178 23180 255 23436 255 23692 255 23948 5892 29841 255 30098 35439
0,797.png,1 17007 17009 48528
0,798.png,1 18069 18071 256 18328 255 18584 46953
0,799.png,1 7045 7047 256 7304 768 8073 256 8330 57207
0,8.png,1 19094 19096 511 19608 2816 22425 255 22681 42856
0,80.png,1 21930 21932 255 22188 43349
0,800.png,1 30074 30076 35461
0,801.png,1 27273 27275 255 27531 38006
0,802.png,1 23439 23441 2818 26260 28941 55202 10335
0,803.png,1 28559 28561 255 28817 1535 30353 35184
0,804.png,1 25491 25493 511 26005 31229 57235 255 57491 8046
0,805.png,1 31621 31623 33914
0,806.png,1 2606 2608 21092 23701 16859 40561 24976
0,807.png,1 46718 46720 255 46976 18561
0,808.png,1 23171 23173 7934 31108 34429
0,809.png,1 19095 19097 46440
0,81.png,1 24967 24969 2561 27531 1023 28555 255 28811 255 29067 255 29323 511 29835 255 30091 35446
0,810.png,1 22919 22921 255 23177 42360
0,811.png,1 6292 6294 59243
0,812.png,1 35483 35485 30052
0,813.png,1 37279 37281 28256
0,814.png,1 18839 18841 46696
0,815.png,1 21132 21134 2560 23695 9743 33439 255 33695 17145 50841 14696
0,816.png,1 61027 61029 1024 62054 3483
0,817.png,1 8586 8588 2816 11405 255 11661 255 11917 255 12173 255 12429 53108
0,818.png,1 24455 24457 5379 29837 27912 57750 255 58006 1791 59798 5739
0,819.png,1 19854 19856 255 20112 768 20881 44656
0,82.png,1 23178 23180 1024 24205 41332
0,820.png,1 23703 23705 41832
0,821.png,1 31875 31877 2 31880 7929 39810 25727
0,822.png,1 24199 24201 255 24457 3841 28299 37238
0,823.png,1 19349 19351 255 19607 255 19863 45674
0,824.png,1 14759 14761 4097 18859 512 19372 46165
0,825.png,1 24709 24711 13325 38037 22263 60301 5236
0,826.png,1 37538 37540 255 37796 255 38052 512 38565 26972
0,827.png,1 32681 32683 18931 51615 5374 56990 8547
0,828.png,1 29837 29839 35698
0,829.png,1 53653 53655 5885 59541 255 59797 5740
0,83.png,1 51356 51358 8447 59806 255 60062 5475
0,830.png,1 49327 49329 16208
0,831.png,1 19356 19359 767 20127 45410
0,832.png,1 31107 31109 29949 61059 4478
0,833.png,1 22921 22923 255 23179 255 23435 42102
